periodo	numero_periodo	numero_unico	estado	fecha_publicacion	fecha_actualizacion	legislatura	proponente	grupo_parlamentario	autores	adherentes	sectores	tiene_ley	titulo
2016-2021	05005	05005/2020-CR	En comisión	2020/04/03	2020/05/06	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Benavides Gavidia Walter;Omonte Durand Maria Del Carmen;Santillana Paredes Robertina;Quispe Suárez Mario Javier;Merino Lopez Omar;Rodas Malca Tania Rosalia;Chehade Moya Omar Karim;Puño Lecarnaque Napoleón;Hidalgo Zamalloa Alexander;Condori Flores Julio Fredy;Acuña Peralta Humberto;Gonzalez Cruz Moises"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE CREA LA COMISIÓN ESPECIAL ENCARGADA DE EVALUAR, REDISEÑAR Y PROPONER UN PROYECTO DE LEY DE REFORMA INTEGRAL DEL SISTEMA PRIVADO DE PENSIONES A FAVOR DE LOS APORTANTES
2016-2021	05006	05006/2020-CR	Publicado El Peruano	2020/04/03	2020/10/08	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Arapa Roque Jesús Orlando;Bajonero Olivas Wilmer Solis;Pérez Ochoa Carlos Andrés;Troyes Delgado Hans;Oyola Rodríguez Juan Carlos;Llaulli Romero Freddy"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE SUSPENDE EL PAGO DE LAS OBLIGACIONES CREDITICIAS DE CUALQUIER NATURALEZA, ASÍ COMO LOS INTERESES, MORAS U OTRO CONCEPTO SIMILAR, PRODUCTO DEL ESTADO DE EMERGENCIA NACIONAL
2016-2021	05007	05007/2020-CR	En comisión	2020/04/03	2020/05/10	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Arapa Roque Jesús Orlando;Bajonero Olivas Wilmer Solis;Pérez Ochoa Carlos Andrés;Troyes Delgado Hans;Oyola Rodríguez Juan Carlos;Llaulli Romero Freddy"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY DE LIBRE DESAFILIACIÓN DE LAS ADMINISTRADORAS DE FONDOS DE PENSIONES
2016-2021	05008	05008/2020-CR	Publicado El Peruano	2020/04/03	2020/07/23	Primera Legislatura Ordinaria 2020	Congreso	Partido Morado	"Lizárraga Houghton Carolina;Sagasti Hochhausler Francisco Rafael;Palomino Saavedra Angélica María;Gonzales Santos Miguel Angel;Olivares Cortes Daniel Federico;De Belaunde De Cárdenas Alberto;Solis Gutiérrez Zenaida"	""	"Constitución y Reglamento"	true	LEY QUE MODIFICA EL ARTÍCULO 21 DE LA LEY N° 26859, LEY ORGÁNICA DE ELECCIONES, PARA CREAR LA CIRCUNSCRIPCIÓN ELECTORAL ESPECIAL DE PERUANOS RESIDENTES EN EL EXTERIOR
2016-2021	05009	05009/2020-CR	Dictamen	2020/04/03	2020/08/11	Primera Legislatura Ordinaria 2020	Congreso	Partido Morado	"Solis Gutiérrez Zenaida;Sagasti Hochhausler Francisco Rafael;Lizárraga Houghton Carolina;Palomino Saavedra Angélica María;Gonzales Santos Miguel Angel;Olivares Cortes Daniel Federico"	""	"Educación, Juventud y Deporte;Constitución y Reglamento"	true	LEY QUE ESTABLECE MEDIDAS PARA ASEGURAR LA CONTINUIDAD DE LOS ESTUDIANTES DE EDUCACIÓN SUPERIOR ANTE LAS GRAVES CIRCUNSTANCIAS QUE AFECTAN LA VIDA DE LA NACIÓN A CONSECUENCIA DEL COVID-19
2016-2021	05010	05010/2020-CR	Autógrafa	2020/04/03	2020/09/25	Primera Legislatura Ordinaria 2020	Congreso	Partido Morado	"Palomino Saavedra Angélica María;Sagasti Hochhausler Francisco Rafael;Solis Gutiérrez Zenaida;De Belaunde De Cárdenas Alberto;Palomino Saavedra Angélica María;Gonzales Santos Miguel Angel;Lizárraga Houghton Carolina"	""	"Vivienda y Construcción;Constitución y Reglamento"	true	LEY QUE FORMALIZA EN REGISTROS PÚBLICOS LOS PREDIOS DE VIVIENDA EN ASENTAMIENTOS HUMANOS INFORMALES EN TODO EL PERÚ
2016-2021	05011	05011/2020-CR	Publicado El Peruano	2020/04/03	2020/09/15	Primera Legislatura Ordinaria 2020	Congreso	Partido Morado	"Lizárraga Houghton Carolina;Sagasti Hochhausler Francisco Rafael;Palomino Saavedra Angélica María;Solis Gutiérrez Zenaida;Gonzales Santos Miguel Angel;Olivares Cortes Daniel Federico;De Belaunde De Cárdenas Alberto"	""	"Constitución y Reglamento"	true	LEY DE REFORMA CONSTITUCIONAL PARA ESTABLECER IMPEDIMENTOS PARA EL ACCESO Y EJERCICIO DE LA FUNCIÓN PÚBLICA
2016-2021	05012	05012/2020-CR	En comisión	2020/04/06	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Vásquez Tan Grimaldo;Alencastre Miranda Hirma Norma;Dioses Guzmán Luis Reymundo;Gonzales Tuanama César;Espinoza Rosales Rennan Samuel;Yupanqui Miñano Mariano Andrés;Tocto Guerrero Felícita Madaleine"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA EL ARTÍCULO 299 DEL CÓDIGO PENAL Y SANCIONA CON PENA PRIVATIVA DE LIBERTAD A LOS POSESIONARIOS QUE EXCEDAN DE UN GRAMO DE PASTA BÁSICA DE COCAÍNA, UN GRAMO DE CLORHIDRATO DE COCAÍNA, CUATRO GRAMOS DE MARIHUANA O DOS GRAMOS DE SUS DERIVADOS, UN GRAMO DE LÁTEX DE OPIO O CIEN MILIGRAMOS DE SUS DERIVADOS.
2016-2021	05013	05013/2020-CR	Publicado El Peruano	2020/04/06	2020/08/26	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Vásquez Tan Grimaldo;Alencastre Miranda Hirma Norma;Dioses Guzmán Luis Reymundo;Espinoza Rosales Rennan Samuel;Yupanqui Miñano Mariano Andrés;Tocto Guerrero Felícita Madaleine"	""	"Salud y Población"	true	LEY QUE NORMA EL NOMBRAMIENTO DE LOS PROFESIONALES, TÉCNICOS Y AUXILIARES ASISTENCIALES DE LA SALUD CONTRATADOS EN EL SECTOR SALUD
2016-2021	05014	05014/2020-CR	Dictamen	2020/04/06	2020/08/06	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Vásquez Tan Grimaldo;Dioses Guzmán Luis Reymundo;Alencastre Miranda Hirma Norma;Espinoza Rosales Rennan Samuel;Yupanqui Miñano Mariano Andrés;Tocto Guerrero Felícita Madaleine"	""	"Salud y Población"	true	LEY QUE ESTABLECE LA ORGANIZACIÓN Y EJECUCIÓN DE ACCIONES DE PROMOCIÓN, VIGILANCIA Y CONTROL DEL SERVICIO DE SALUD PREVENTIVA EN EL PRIMER NIVEL DE ATENCIÓN EN EL ÁMBITO DE LOS GOBIERNOS REGIONALES
2016-2021	05015	05015/2020-CR	En comisión	2020/04/06	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Gonzales Tuanama César;Espinoza Rosales Rennan Samuel;Yupanqui Miñano Mariano Andrés;Vásquez Tan Grimaldo;Dioses Guzmán Luis Reymundo;Tocto Guerrero Felícita Madaleine"	""	"Trabajo y Seguridad Social;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE AUTORIZA A ESSALUD LA TRANSFERENCIA DE LOCALES E INFRAESTRUCTURAS HOSPITALARIAS DE LAS EMPRESAS QUE TIENEN DEUDAS CON ESTE ORGANISMO PÚBLICO DESCENTRALIZADO, BAJO LA MODALIDAD DE CANJE POR DEUDA DENTRO DEL MARCO DE ESTADO DE EMERGENCIA SANITARIA EN EL PAÍS
2016-2021	05016	05016/2020-CR	En comisión	2020/04/06	2020/05/10	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Pineda Santos Isaías;Rayme Marín Alcides;Machaca Mamani Raúl;Ayquipa Torres Julia Benigna;Rubio Gariza Richard;Retamozo Lezama María Cristina;Cayllahua Barrientos Wilmer;Núñez Marreros Jesús del Carmen"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE CREA COMISIÓN ESPECIAL REVISORA DEL DECRETO LEY SOBRE EL SISTEMA PRIVADO DE PENSIONES
2016-2021	05017	05017/2020-CR	En comisión	2020/04/06	2020/10/12	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Dioses Guzmán Luis Reymundo;Gonzales Tuanama César;Vásquez Tan Grimaldo;Alencastre Miranda Hirma Norma;Espinoza Rosales Rennan Samuel;Tocto Guerrero Felícita Madaleine;Yupanqui Miñano Mariano Andrés"	""	"Constitución y Reglamento"	true	LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 40 DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO
2016-2021	05018	05018/2020-CR	En comisión	2020/04/06	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Vásquez Tan Grimaldo;Dioses Guzmán Luis Reymundo;Espinoza Rosales Rennan Samuel;Alencastre Miranda Hirma Norma;Tocto Guerrero Felícita Madaleine;Yupanqui Miñano Mariano Andrés"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado;Presupuesto y Cuenta General de la República"	true	LEY QUE DISPONE QUE LOS GOBIERNOS REGIONALES ELABOREN Y EJECUTEN EL PLAN DE INCENTIVOS PARA PROFESIONALES, TÉCNICOS Y AUXILIARES ASISTENCIALES DE LA SALUD QUE EJERZAN EN DISTRITOS MUY POBRES Y DE EXTREMA POBREZA
2016-2021	05019	05019/2020-CR	Dictamen	2020/04/06	2020/10/13	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Vásquez Tan Grimaldo;Dioses Guzmán Luis Reymundo;Alencastre Miranda Hirma Norma;Espinoza Rosales Rennan Samuel;Yupanqui Miñano Mariano Andrés;Tocto Guerrero Felícita Madaleine"	""	"Educación, Juventud y Deporte"	true	LEY QUE MODIFICA LA PRIMERA DISPOSICIÓN TRANSITORIA DE LA LEY GENERAL DE EDUCACIÓN - LEY 28044 Y ESTABLECE QUE PARA EL CASO DE CENTROS DE EDUCACIÓN TÉCNICO PRODUCTIVA PODRÁN EJERCER LA DOCENCIA PROFESIONAL TITULADOS DE UNIVERSIDADES DE LA ESPECIALIDAD POR UN PERÍODO MÁXIMO DE 5 AÑOS; POSTERIOR A ESTE TIEMPO SE REQUERIRÁ EL TÍTULO PEDAGÓGICO RESPECTIVO
2016-2021	05020	05020/2020-CR	Publicado El Peruano	2020/04/14	2020/07/14	Primera Legislatura Ordinaria 2020	Congreso	Podemos Perú	"Luna Morales José Luis;García Rodríguez Jaqueline Cecilia;Cabrera Vega María Teresa;Gallardo Becerra María Martina;Flores Villegas Johan;Urresti Elera Daniel Belizario"	""	"Constitución y Reglamento"	true	LEY EXCEPCIONAL PARA GARANTIZAR LA CORRECTA EJECUCIÓN DE LAS ELECCIONES GENERALES DEL AÑO 2021, EN EL MARCO DE LA EMERGENCIA NACIONAL SANITARIA DEL COVID-19
2016-2021	05021	05021/2020-CR	En comisión	2020/04/15	2020/05/19	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Pinedo Achaca Liliana Angélica;Chávez Cossío Martha;Pichilingue Gomez Marcos Antonio;Silupu Inga María Luisa;Vigo Gutiérrez Widman Napoleón;Vivanco Reyes Miguel Angel"	""	"Constitución y Reglamento"	true	LEY QUE MODIFICA EL ARTÍCULO 40 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ
2016-2021	05022	05022/2020-CR	Publicado El Peruano	2020/04/16	2020/10/08	Primera Legislatura Ordinaria 2020	Congreso	Podemos Perú	"Gallardo Becerra María Martina;Urresti Elera Daniel Belizario;Gupioc Rios Robinson Dociteo;Flores Villegas Johan;Luna Morales José Luis;Cabrera Vega María Teresa"	""	"Defensa del Consumidor y Organismos Reguladores de los Servicios Públicos;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE ESTABLECE LAS MEDIDAS PARA REACTIVAR LA ECONOMÍA FAMILIAR APLICABLES A LAS OBLIGACIONES BANCARIAS, FINANCIERAS, COMERCIALES Y TRIBUTARIAS DE LAS PERSONAS NATURALES, AFECTADA POR LA EMERGENCIA DEL COVID-19
2016-2021	05023	05023/2020-CR	Publicado El Peruano	2020/04/16	2020/08/03	Primera Legislatura Ordinaria 2020	Congreso	Podemos Perú	"Cabrera Vega María Teresa;Urresti Elera Daniel Belizario;Gupioc Rios Robinson Dociteo;Flores Villegas Johan;Gallardo Becerra María Martina;Luna Morales José Luis"	""	""	true	LEY QUE RECONOCE COMO HÉROES DE LA PATRIA A LOS MIEMBROS DE LA POLICÍA NACIONAL DEL PERÚ Y MIEMBROS DE LAS FUERZAS ARMADAS A NIVEL NACIONAL, FALLECIDOS EN ACTO DE SERVICIO, DURANTE EL PERÍODO DE DECLARACIÓN DE EMERGENCIA NACIONAL, POR HABER ADQUIRIDO EL CORONA VIRUS (COVID-19), Y LOS ASCIENDE PÓSTUMAMENTE
2016-2021	05024	05024/2020-CR	En comisión	2020/04/16	2020/05/15	Primera Legislatura Ordinaria 2020	Congreso	Podemos Perú	"Urresti Elera Daniel Belizario;Gupioc Rios Robinson Dociteo;Flores Villegas Johan;Luna Morales José Luis;Gallardo Becerra María Martina;Cabrera Vega María Teresa"	""	"Justicia y Derechos Humanos;Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	LEY QUE MODIFICA EL CÓDIGO PENAL SOBRE LA EJECUCIÓN DE LA PENA PARA DELITOS DE VIOLENCIA Y RESISTENCIA A LA AUTORIDAD
2016-2021	05025	05025/2020-CR	Publicado El Peruano	2020/04/16	2020/08/03	Primera Legislatura Ordinaria 2020	Congreso	Podemos Perú	"Gallardo Becerra María Martina;Cabrera Vega María Teresa;Flores Villegas Johan;Gupioc Rios Robinson Dociteo;Urresti Elera Daniel Belizario;Luna Morales José Luis"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas;Justicia y Derechos Humanos"	true	LEY QUE CREA UN RÉGIMEN EXCEPCIONAL DE PENSIONES DE SOBREVIVENCIA Y ORFANDAD PARA DEUDOS DE POLICÍAS, MILITARES, PROFESIONALES Y TÉCNICOS DE LA SALUD Y SERVIDORES MUNICIPALES QUE PERDIERON LA VIDA EN ACTO DE SERVICIO POR LA LUCHA CONTRA LA PANDEMIA COVID-19 E INSTITUYE EL DÍA NACIONAL DE LOS MÁRTIRES EN DEFENSA DE LA VIDA Y LA SALUD DE LA NACIÓN EN EMERGENCIA SANITARIA
2016-2021	05026	05026/2020-CR	En comisión	2020/04/16	2020/05/11	Primera Legislatura Ordinaria 2020	Congreso	Podemos Perú	"Urresti Elera Daniel Belizario;Gupioc Rios Robinson Dociteo;Flores Villegas Johan;Gallardo Becerra María Martina;Cabrera Vega María Teresa;Luna Morales José Luis"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas;Justicia y Derechos Humanos"	true	LEY QUE MODIFICA DIVERSOS ARTÍCULOS DEL NUEVO CÓDIGO PROCESAL PENAL
2016-2021	05027	05027/2020-CR	Publicado El Peruano	2020/04/16	2020/08/22	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Merino De Lama Manuel;Saavedra Ocharán Mónica Elizabeth;Inga Sales Leonardo;Salinas López Franco;Burga Chuquipiondo Ricardo Miguel;Roel Alva Luis Andrés;Ruíz Pinedo Rolando Rubén"	""	"Constitución y Reglamento"	true	LEY QUE AGREGA LA PRIMERA DISPOSICIÓN TRANSITORIA FINAL A LA LEY DE ORGANIZACIONES POLÍTICAS, LEY N° 28094
2016-2021	05028	05028/2020-CR	Publicado El Peruano	2020/04/16	2020/08/03	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Rayme Marín Alcides;Retamozo Lezama María Cristina;Pineda Santos Isaías;Huamaní Machaca Nelly;Machaca Mamani Raúl;Gutarra Ramos Robledo Noé;Núñez Marreros Jesús del Carmen;Cayllahua Barrientos Wilmer;Huamán Champi Juan de Dios;Ayquipa Torres Julia Benigna"	""	""	true	LEY QUE DECLARA A LOS MIEMBROS DEL SECTOR SALUD, DEL SECTOR DEFENSA Y DE LA POLICÍA NACIONAL QUE OFRENDARON SU VIDA EN LA LUCHA POR ERRADICAR LA PANDEMIA DEL COVID-19 EN EL PERÚ COMO HÉROES DE LA SALUD Y LA SEGURIDAD
2016-2021	05029	05029/2020-CR	En comisión	2020/04/16	2020/05/05	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Oyola Rodríguez Juan Carlos;Burga Chuquipiondo Ricardo Miguel;Inga Sales Leonardo;Salinas López Franco;Durand Bustamante Kenyon Eduardo;Vásquez Becerra Jorge"	""	"Constitución y Reglamento"	true	LEY DE REINCORPORACIÓN DEL CONSEJO DE ESTADO EN LA CONSTITUCIÓN POLÍTICA
2016-2021	05030	05030/2020-CR	Insistencia	2020/04/17	2020/10/01	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Chávez Cossío Martha;Trujillo Zegarra Gilmer;Columbus Murata Diethell;Pinedo Achaca Liliana Angélica;Tito Ortega Erwin;Vigo Gutiérrez Widman Napoleón"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Presupuesto y Cuenta General de la República"	true	LEY QUE AUTORIZA DEVOLUCIÓN DE LOS APORTES REALIZADOS POR LOS TRABAJADORES DEL SISTEMA NACIONAL DE PENSIONES POR NO TENER DERECHO A PENSIÒN
2016-2021	05031	05031/2020-CR	Publicado El Peruano	2020/04/17	2020/08/22	Primera Legislatura Ordinaria 2020	Congreso	Partido Morado	"Lizárraga Houghton Carolina;Costa Santolalla Gino Francisco;De Belaunde De Cárdenas Alberto;Olivares Cortes Daniel Federico;Sagasti Hochhausler Francisco Rafael;Solis Gutiérrez Zenaida"	""	"Constitución y Reglamento"	true	LEY QUE MODIFICA LA LEGISLACIÓN ELECTORAL PARA LA REALIZACIÓN DEL PROCESO DE ELECCIONES GENERALES 2021, A CAUSA DEL COVID-19
2016-2021	05032	05032/2020-CR	Publicado El Peruano	2020/04/17	2020/07/14	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Espinoza Rosales Rennan Samuel;Aliaga Pajares Guillermo Alejandro Antonio;Barrionuevo Romero Betto;Vásquez Tan Grimaldo;Yupanqui Miñano Mariano Andrés;Tocto Guerrero Felícita Madaleine"	""	"Constitución y Reglamento"	true	LEY QUE GARANTIZA Y PRECISA LA REALIZACIÓN DE LAS ELECCIONES GENERALES DEL AÑO 2021 ANTE EL EMINENTE RIESGO DE PROPAGACIÓN DEL COVID-19
2016-2021	05033	05033/2020-CR	En comisión	2020/04/17	2020/05/05	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Espinoza Rosales Rennan Samuel;Aliaga Pajares Guillermo Alejandro Antonio;Barrionuevo Romero Betto;Tocto Guerrero Felícita Madaleine;Vásquez Tan Grimaldo;Yupanqui Miñano Mariano Andrés"	""	"Presupuesto y Cuenta General de la República"	true	LEY QUE ESTABLECE MEDIDAS COMPENSATORIAS Y AUTORIZA AL MINISTERIO DE ECONOMÍA Y FINANZAS DE REALIZAR MODIFICACIONES PRESUPUESTARIAS PARA LA TRANSFERENCIA DE RECURSOS A FAVOR DE LAS MUNICIPALIDADES PARA FINANCIAR LOS SERVICIOS PÚBLICOS AFECTADOS ANTE EL IMPACTO DEL COVID-19
2016-2021	05034	05034/2020-CR	Publicado El Peruano	2020/04/17	2020/07/23	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Fernández Florez Matilde;Aliaga Pajares Guillermo Alejandro Antonio;Yupanqui Miñano Mariano Andrés;Tocto Guerrero Felícita Madaleine;Espinoza Rosales Rennan Samuel;Vásquez Tan Grimaldo"	""	"Constitución y Reglamento"	true	LEY QUE PROMUEVE LA PARTICIPACIÓN ACTIVA DE LA MUJER EN POLÌTICA A TRAVÉS DE LA PARIDAD Y ALTERNANCIA EN LA LISTA DE CANDIDATOS A LAS VICEPRESIDENCIAS DE LA REPÚBLICA Y CONGRESO DE LA REPÚBLICA
2016-2021	05035	05035/2020-CR	Publicado El Peruano	2020/04/17	2020/08/26	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Fernández Florez Matilde;Yupanqui Miñano Mariano Andrés;Aliaga Pajares Guillermo Alejandro Antonio;Tocto Guerrero Felícita Madaleine;Vásquez Tan Grimaldo;Espinoza Rosales Rennan Samuel"	""	"Salud y Población"	true	LEY QUE DISPONE LA CONTRATACIÓN DIRECTA E INMEDIATA DEL PERSONAL CONTRATADO POR SERVICIOS DE TERCEROS POR LA MODALIDAD DE CONTRATO ADMINISTRATIVO DE SERVICIOS (CAS) DEL PERSONAL PROFESIONAL DE LA SALUD MÉDICO, PROFESIONAL NO MÉDICO, PERSONAL TÉCNICO Y AUXILIAR ASISTENCIAL DE LA SALUD DE ESSALUD, ENTIDADES DEL SECTOR SALUD Y SANIDAD DE LAS FUERZAS ARMADAS Y FUERZAS POLICIALES, COMO MEDIDA DE PROTECCIÓN ANTE EL RIESGO DE CONTAGIO DEL COVID-19 Y OTROS
2016-2021	05036	05036/2020-CR	Publicado El Peruano	2020/04/17	2020/07/23	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Espinoza Rosales Rennan Samuel;Alencastre Miranda Hirma Norma;Aliaga Pajares Guillermo Alejandro Antonio;Gonzales Tuanama César;Tocto Guerrero Felícita Madaleine;Vásquez Tan Grimaldo"	""	"Constitución y Reglamento"	true	LEY QUE MODIFICA EL ARTÍCULO 116 DE LA LEY 26859, LEY ORGÁNICA DE ELECCIONES PARA GARANTIZAR LA PARIDAD Y ALTERNANCIA Y PROMOVER LA PARTICIPACIÓN DE LA MUJER EN LA POLÍTICA
2016-2021	05037	05037/2020-CR	Insistencia	2020/04/20	2020/08/06	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Alencastre Miranda Hirma Norma;Vásquez Tan Grimaldo;Espinoza Rosales Rennan Samuel;Pérez Flores Jorge Luis;Tocto Guerrero Felícita Madaleine;Yupanqui Miñano Mariano Andrés"	""	"Trabajo y Seguridad Social;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE INCORPORA LOS BENEFICIOS DE SEGURO DE VIDA Y SEGURO COMPLEMENTARIO DE TRABAJO DE RIESGO (SCTR) A TODOS LOS TRABAJADORES ASISTENCIALES DEL SECTOR SALUD QUE LABOREN O INGRESEN A LABORAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR COVID-19
2016-2021	05038	05038/2020-CR	Dictamen	2020/04/20	2020/10/14	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Oseda Yucra Daniel;Retamozo Lezama María Cristina;Pineda Santos Isaías;Rayme Marín Alcides;Machaca Mamani Raúl;Gutarra Ramos Robledo Noé;Cayguaray Gambini Luz Milagros;Benites Agurto Alfredo;Cayllahua Barrientos Wilmer"	""	"Agraria;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL FORTALECIMIENTO PATRIMONIAL DE AGROBANCO EN BENEFICIO DE LOS PEQUEÑOS PRODUCTORES AGROPECUARIOS
2016-2021	05039	05039/2020-CR	Dictamen	2020/04/20	2020/07/31	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Oseda Yucra Daniel;Retamozo Lezama María Cristina;Pineda Santos Isaías;Rayme Marín Alcides;Machaca Mamani Raúl;Gutarra Ramos Robledo Noé;Cayguaray Gambini Luz Milagros;Benites Agurto Alfredo;Cayllahua Barrientos Wilmer"	""	"Trabajo y Seguridad Social;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY DE PROTECCIÓN AL TRABAJADOR FRENTE A DESPIDOS DURANTE LA DECLARATORIA DE EMERGENCIA SANITARIA PRODUCIDA POR EL COVID-19
2016-2021	05040	05040/2020-CR	En comisión	2020/04/20	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Vásquez Becerra Jorge;Aguilar Zamora Manuel;Burga Chuquipiondo Ricardo Miguel;Inga Sales Leonardo;Rivera Guerra Walter Jesús;Saavedra Ocharán Mónica Elizabeth;Salinas López Franco"	""	"Trabajo y Seguridad Social"	true	LEY QUE CREA LA COMISIÓN ESPECIAL MULTISECTORIAL DE PROTECCIÓN SOCIAL
2016-2021	05041	05041/2020-CR	Dictamen	2020/04/20	2020/08/17	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Barrionuevo Romero Betto;Espinoza Rosales Rennan Samuel;Aliaga Pajares Guillermo Alejandro Antonio;Gonzales Tuanama César;Vásquez Tan Grimaldo;Yupanqui Miñano Mariano Andrés"	""	"Justicia y Derechos Humanos;Constitución y Reglamento"	true	LEY QUE ESTABLECE MODALIDADES ESPECIALES AL DELITO DE TRAICIÓN A LA PATRIA EN PERÍODOS DE EMERGENCIA SANITARIA
2016-2021	05042	05042/2020-CR	Autógrafa	2020/04/20	2020/10/08	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Barrionuevo Romero Betto;Espinoza Rosales Rennan Samuel;Aliaga Pajares Guillermo Alejandro Antonio;Gonzales Tuanama César;Vásquez Tan Grimaldo;Yupanqui Miñano Mariano Andrés"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE FORTALECE LA FUNCIÓN DE LAS MUNICIPALIDADES DE CENTROS POBLADOS Y MODIFICA LA LEY ORGÁNICA DE MUNICIPALIDADES
2016-2021	05043	05043/2020-CR	Autógrafa	2020/04/20	2020/10/08	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Barrionuevo Romero Betto;Espinoza Rosales Rennan Samuel;Aliaga Pajares Guillermo Alejandro Antonio;Gonzales Tuanama César;Vásquez Tan Grimaldo;Yupanqui Miñano Mariano Andrés"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE MODIFICA LA LEY 28440, LEY DE ELECCIONES DE AUTORIDADES DE MUNICIPALIDADES DE CENTROS POBLADOS
2016-2021	05044	05044/2020-CR	Insistencia	2020/04/21	2020/10/01	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Gutarra Ramos Robledo Noé;Ayquipa Torres Julia Benigna;Benites Agurto Alfredo;Cayguaray Gambini Luz Milagros;Cayllahua Barrientos Wilmer;Machaca Mamani Raúl;Rayme Marín Alcides;Retamozo Lezama María Cristina"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Presupuesto y Cuenta General de la República"	true	LEY QUE ESTABLECE EL BONO DE RECONOCIMIENTO POR LOS APORTES EFECTUADOS AL SISTEMA NACIONAL DE PENSIONES QUE PERMITA SU DEVOLUCIÓN EN SITUACIONES EXTRAORDINARIAS
2016-2021	05045	05045/2020-CR	En comisión	2020/04/21	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Cayllahua Barrientos Wilmer;Ayquipa Torres Julia Benigna;Benites Agurto Alfredo;Machaca Mamani Raúl;Rayme Marín Alcides;Retamozo Lezama María Cristina;Cayllahua Barrientos Wilmer;Cayguaray Gambini Luz Milagros"	""	"Trabajo y Seguridad Social;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE RECONOCE EL DERECHO A LA PROTECCIÓN SOCIAL, COMO DERECHO FUNDAMENTAL Y EL ACCESO A PRESTACIONES DE SALUD, SALUD MENTAL Y ENFERMEDADES OCUPACIONALES
