periodo	numero_periodo	numero_unico	estado	fecha_publicacion	fecha_actualizacion	legislatura	proponente	grupo_parlamentario	autores	adherentes	sectores	tiene_ley	titulo
2016-2021	00051	00051/2016-CR	Al Archivo	2016/08/16	2017/03/29	Primera Legislatura Ordinaria 2016	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Glave Remy Marisa;Quintanilla Chacón Alberto Eugenio;Huilca Flores Indira Isabel;Foronda Farro María Elena;Pariona Tarqui Tania Edith;Dammert Ego Aguirre Manuel Enrique Ernesto"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE FORTALECE LA FACULTAD DE ANÁLISIS E INVESTIGACIÓN DE LA UNIDAD DE INTELIGENCIA FINANCIERA
2016-2021	00052	00052/2016-CR	Publicado El Peruano	2016/08/16	2017/06/29	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Segura Izquierdo César Antonio;Tapia Bernal Segundo Leocadio;Vilcatoma De La Cruz Yeni;Beteta Rubín Karina Juliza;Takayama Jiménez Liliana Milagros;Herrera Arévalo Marita;Albrecht Rodríguez Víctor Augusto"	""	""	true	LEY QUE EXTINGUE LA DEUDA CORRESPONDIENTE A LOS BONOS UTILIZADOS EN EL PROGRAMA DE RESCATE FINANCIERO AGROPECUARIO (RFA)
2016-2021	00053	00053/2016-CR	Retirado	2016/08/16	2016/09/22	Primera Legislatura Ordinaria 2016	Congreso	Célula Parlamentaria Aprista	"Rodríguez Zavaleta Elías Nicolás;Velásquez Quesquén Angel Javier;León Romero Luciana Milagros"	""	"Transportes y Comunicaciones;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CREACIÓN DE SISTEMAS DE TRANSPORTE PÚBLICO MASIVO EN LAS CIUDADES DE TRUJILLO, PIURA, CHICLAYO, AREQUIPA, CUSCO Y HUANCAYO
2016-2021	00054	00054/2016-CR	En comisión	2016/08/16	2017/03/13	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Vilcatoma De La Cruz Yeni;Reátegui Flores Rolando;Alcorta Suero María Lourdes Pía Luisa;Beteta Rubín Karina Juliza;Fujimori Higuchi Kenji Gerardo;Becerril Rodríguez Héctor Virgilio;Monterola Abregu Wuilian Alfonso;Pariona Galindo Federico;Salazar Miranda Octavio Edilberto;Tapia Bernal Segundo Leocadio;Albrecht Rodríguez Víctor Augusto;Alcalá Mateo Percy Eloy;Ananculi Gómez Betty Gladys;Andrade Salguero de Álvarez Gladys Griselda;Bartra Barriga Rosa María;Bocangel Weydert Guillermo Augusto;Bustos Espinoza Estelita Sonia;Castro Grández Miguel Antonio;Cuadros Candia Nelly Lady;Del Águila Cárdenas Juan Carlos;Donayre Pasquel Patricia Elizabeth;Echevarría Huamán Sonia Rosario;Figueroa Minaya Modesto;Gonzales Ardiles Juan Carlos Eugenio;Letona Pereyra María Úrsula Ingrid;Mantilla Medina Mario Fidel;Martorell Sobero Guillermo Hernán;Melgarejo Páucar María Cristina;Miyashiro Arashiro Marco Enrique;Noceda Chiang Paloma Rosa;Palma Mendoza José Marvín;Palomino Ortiz Dalmiro Feliciano;Ponce Villarreal De Vargas Yesenia;Ramírez Tandazo Bienvenido;Segura Izquierdo César Antonio;Takayama Jiménez Liliana Milagros;Torres Morales Miguel Ángel;Ushñahua Huasanga Glider Agustín;Ventura Ángel Roy Ernesto;Villavicencio Cárdenas Francisco Javier"	""	"Constitución y Reglamento"	true	REFORMA CONST.39°, 47° y 99°/CREA LA PROCURADURÍA GENERAL DE LA REPÚBLICA
2016-2021	00055	00055/2016-CR	Retirado	2016/08/17	2017/04/24	Primera Legislatura Ordinaria 2016	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Apaza Ordóñez Justiniano Rómulo;Castro Bravo Jorge Andrés;Ochoa Pezo Édgar Américo;Pacori Mamani Oracio Ángel;Rozas Beltrán Wilbert Gabriel;Tucto Castillo Rogelio Robert"	""	"Constitución y Reglamento"	true	LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 28 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ
2016-2021	00056	00056/2016-CR	Retirado	2016/08/17	2019/04/04	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Galarreta Velarde Luis Fernando;Alcorta Suero María Lourdes Pía Luisa;Beteta Rubín Karina Juliza;Becerril Rodríguez Héctor Virgilio;Schaefer Cuculiza Karla Melissa;Tapia Bernal Segundo Leocadio;Tubino Arias Schreiber Carlos Mario Del Carmen;Alcalá Mateo Percy Eloy;Arimborgo Guerra Tamar;Bustos Espinoza Estelita Sonia;Castro Grández Miguel Antonio;Cuadros Candia Nelly Lady;Figueroa Minaya Modesto;Galván Vento Clayton Flavio;Lizana Santos Mártires;Mamani Colquehuanca Moisés;Mantilla Medina Mario Fidel;Noceda Chiang Paloma Rosa;Petrozzi Franco Francisco Enrique Hugo;Salaverry Villa Daniel Enrique;Segura Izquierdo César Antonio;Ventura Ángel Roy Ernesto;Vergara Pinto Edwin;Yika García Luis Alberto"	"Bartra Barriga Rosa María;Donayre Gotzch Edwin Alberto;Elías Ávalos Miguel Ángel;Trujillo Zegarra Gilmer"	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DECLARA COMO ZONA DE INTERÉS NACIONAL A LOS DISTRITOS DE LIVITACA Y VILILLE DE LA PROV. DE CHUMBIVILVAS, DISTRITO DE COPORAQUE, PROV. DE ESPINAR DEL DEPARTAMENTO DEL CUSCO, PARA CREAR EL DISTRITO DE CHILLOROYA
2016-2021	00057	00057/2016-CR	Publicado El Peruano	2016/08/17	2020/09/25	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Galarreta Velarde Luis Fernando;Alcorta Suero María Lourdes Pía Luisa;Beteta Rubín Karina Juliza;Becerril Rodríguez Héctor Virgilio;Schaefer Cuculiza Karla Melissa;Tapia Bernal Segundo Leocadio;Tubino Arias Schreiber Carlos Mario Del Carmen;Albrecht Rodríguez Víctor Augusto;Alcalá Mateo Percy Eloy;Ananculi Gómez Betty Gladys;Arimborgo Guerra Tamar;Bustos Espinoza Estelita Sonia;Castro Grández Miguel Antonio;Cuadros Candia Nelly Lady;Del Águila Cárdenas Juan Carlos;Figueroa Minaya Modesto;Galván Vento Clayton Flavio;Lizana Santos Mártires;Mamani Colquehuanca Moisés;Mantilla Medina Mario Fidel;Noceda Chiang Paloma Rosa;Palomino Ortiz Dalmiro Feliciano;Petrozzi Franco Francisco Enrique Hugo;Segura Izquierdo César Antonio;Ventura Ángel Roy Ernesto;Vergara Pinto Edwin;Yuyes Meza Juan Carlo"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DECLARA COMO ZONA DE INTERÉS NACIONAL AL DISTRITO DE SANTA MARÍA DE CHICMO EN LA PROVINCIA DE ANDAHUAYLAS, DEPARTAMENTO DE APURÍMAC, PARA LA CREACIÓN DEL DISTRITO DE CASCABAMBA
2016-2021	00058	00058/2016-CR	Publicado El Peruano	2016/08/17	2018/04/18	Primera Legislatura Ordinaria 2016	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Mulder Bedoya Claude Maurice;Rodríguez Zavaleta Elías Nicolás"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas;Presupuesto y Cuenta General de la República"	true	LEY QUE OTORGA EL GRADO INMEDIATO SUPERIOR A LOS OFICIALES DE SERVICIO PNP COMPRENDIDOS EN EL D.S. 010-2005-IN Y REGULARIZA TRANSFERENCIA DE APORTES DE ELLOS Y LOS DE LOS COMPRENDIDOS EN EL D.S. 019-90-IN A LA CAJA DE PENSIONES MILITAR-POLICIAL
2016-2021	00059	00059/2016-CR	Dictamen	2016/08/17	2017/09/25	Primera Legislatura Ordinaria 2016	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Mulder Bedoya Claude Maurice;Rodríguez Zavaleta Elías Nicolás"	"Donayre Gotzch Edwin Alberto"	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas;Presupuesto y Cuenta General de la República"	true	LEY QUE INCORPORA AL PERSONAL PROFESIONAL CIVIL NOMBRADO, ENFERMERAS (OS) PNP, EGRESADOS DE LA ESCUELA DE ENFERMERÍA Y LABORATORIO CLÍNICO DE LA SANIDAD-POLICÍA NACIONAL DEL PERÚ, PROMOCIONES.- 1998, 1999,2000, A LA CATEGORÍA DE OFICIALES DE SERVICIOS
2016-2021	00060	00060/2016-CR	Retirado	2016/08/17	2016/08/25	Primera Legislatura Ordinaria 2016	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Mulder Bedoya Claude Maurice;Rodríguez Zavaleta Elías Nicolás"	""	"Constitución y Reglamento"	true	PODER.-EJECUTIVO L.29158/INCORPORA EL NUMERAL 15 EN EL ARTÍCULO 19 DE LA LEY ORGÁNICA DEL...
2016-2021	00061	00061/2016-CR	Orden del Día	2016/08/17	2019/09/10	Primera Legislatura Ordinaria 2016	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Mulder Bedoya Claude Maurice;Rodríguez Zavaleta Elías Nicolás"	""	"Constitución y Reglamento"	true	RESOLUCIÓN LEGISLATIVA QUE PROPONE MODIFICAR EL ARTÍCULO 16 DEL REGLAMENTO DEL CONGRESO
2016-2021	00062	00062/2016-CR	Publicado El Peruano	2016/08/17	2018/10/25	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Beteta Rubín Karina Juliza;Ananculi Gómez Betty Gladys;Aramayo Gaona Alejandra;Echevarría Huamán Sonia Rosario;García Jiménez Maritza Matilde;Gonzales Ardiles Juan Carlos Eugenio;Melgarejo Páucar María Cristina;Robles Uribe Lizbeth Hilda;Takayama Jiménez Liliana Milagros"	"Dávila Vizcarra Sergio Francisco Félix"	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	LEY QUE GARANTIZA LA ATENCIÓN DE LA MUJER EN CASOS DE VIOLENCIA POR PERSONAL POLICIAL FEMENINO ESPECIALIZADO
2016-2021	00063	00063/2016-CR	Publicado El Peruano	2016/08/17	2016/08/20	Primera Legislatura Ordinaria 2016	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Rodríguez Zavaleta Elías Nicolás;Del Castillo Gálvez Jorge Alfonso Alejandro"	""	""	true	REGL.CONGRESO 16/NÚMERO DE MIEMBROS COMISIÓN DE LEVANTAMIENTO DE INMUNIDAD PARLAMENTARIA
2016-2021	00064	00064/2016-CR	Publicado El Peruano	2016/08/17	2018/11/06	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Mantilla Medina Mario Fidel;Ávila Rojas Lucio;Dipas Huamán Miky Joaquín;Figueroa Minaya Modesto;Galván Vento Clayton Flavio;Herrera Arévalo Marita;Martorell Sobero Guillermo Hernán;Yika García Luis Alberto"	"Domínguez Herrera Carlos Alberto"	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE PERMITE LA CREACIÓN Y MODERNIZACIÓN DE MERCADOS MULTIFUNCIONALES
2016-2021	00065	00065/2016-CR	Publicado El Peruano	2016/08/17	2016/08/20	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Galarreta Velarde Luis Fernando;Mulder Bedoya Claude Maurice;Bruce Montes De Oca Carlos Ricardo;Espinoza Cruz Marisol;Arana Zegarra Marco Antonio;Domínguez Herrera Carlos Alberto;Letona Pereyra María Úrsula Ingrid;López Vilela Luis Humberto;Melgarejo Páucar María Cristina;Salazar De La Torre Milagros Emperatriz;Ushñahua Huasanga Glider Agustín"	""	""	true	RESOLUCIÓN LEGISLATIVA QUE GARANTIZA LA REPRESENTATIVIDAD Y PLURALIDAD EN LA COMISIÓN DE LEVANTAMIENTO DE INMUNIDAD DEL CONGRESO DE LA REPÚBLICA
2016-2021	00066	00066/2016-CR	En comisión	2016/08/18	2016/10/05	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Vergara Pinto Edwin;Yika García Luis Alberto;Becerril Rodríguez Héctor Virgilio;Sarmiento Betancourt Freddy Fernando;Pariona Galindo Federico;Villavicencio Cárdenas Francisco Javier;Ramírez Gamarra Osías;Ventura Ángel Roy Ernesto;Ticlla Rafael Carlos Humberto;Castro Grández Miguel Antonio;Alcalá Mateo Percy Eloy;Aguilar Montenegro Wilmer"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DECLARA DE INTERÉS NACIONAL LA CREACIÓN DE LA PROVINCIA DE SAN JUAN DE LURIGANCHO
2016-2021	00067	00067/2016-CR	En comisión	2016/08/18	2016/08/25	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Becerril Rodríguez Héctor Virgilio;Figueroa Minaya Modesto;Domínguez Herrera Carlos Alberto;Pariona Galindo Federico;García Jiménez Maritza Matilde;Mamani Colquehuanca Moisés;Trujillo Zegarra Gilmer;Melgarejo Páucar María Cristina"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA EL DELITO DE VIOLENCIA A L A AUTORIDAD Y ESTABLECE PENAS PROPORCIONALES AL DAÑO CAUSADO
2016-2021	00068	00068/2016-CR	Publicado El Peruano	2016/08/18	2016/11/04	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Herrera Arévalo Marita;Tapia Bernal Segundo Leocadio;Ávila Rojas Lucio;Figueroa Minaya Modesto;Galván Vento Clayton Flavio;Miyashiro Arashiro Marco Enrique"	""	"Presupuesto y Cuenta General de la República"	true	LEY QUE ESTABLECE NUEVO PLAZO PARA TRANSFERIR Y FINANCIAR LA EJECUCIÓN DE LOS PROYECTOS DE INVERSIÓN EN LOS GOBIERNOS REGIONALES Y LOCALES
2016-2021	00069	00069/2016-PE	Publicado El Peruano	2016/08/18	2016/09/16	Primera Legislatura Ordinaria 2016	Poder Ejecutivo		""	""	""	true	BANCO.-CENTRAL RESERVA/NOMBRAR PRESID.DEL DIRECTORIO DEL...
2016-2021	00070	00070/2016-CR	En comisión	2016/08/18	2017/03/13	Primera Legislatura Ordinaria 2016	Congreso	Alianza por el Progreso	"Acuña Núñez Richard Frank;Narváez Soto Eloy Ricardo;Montenegro Figueroa Gloria Edelmira;Espinoza Cruz Marisol;Villanueva Arévalo César;Vásquez Sánchez César Henry;Donayre Gotzch Edwin Alberto;Ríos Ocsa Benicio"	""	"Constitución y Reglamento;Justicia y Derechos Humanos"	true	LEY DE REFORMA CONSTITUCIONAL, CREANDO LA PROCURADURÍA GENERAL DE LA REPÚBLICA
2016-2021	00071	00071/2016-CR	Publicado El Peruano	2016/08/18	2017/01/10	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Salgado Rubianes Luz Filomena;Beteta Rubín Karina Juliza;Pariona Galindo Federico;Salazar Miranda Octavio Edilberto;Tubino Arias Schreiber Carlos Mario Del Carmen;Ananculi Gómez Betty Gladys;Bustos Espinoza Estelita Sonia;Gonzales Ardiles Juan Carlos Eugenio;Letona Pereyra María Úrsula Ingrid;Miyashiro Arashiro Marco Enrique"	""	"Inteligencia"	true	LEY QUE MODIFICA DIVERSOS ARTÍCULOS DEL DECRETO LEGISLATIVO N° 1141, DECRETO LEGISLATIVO DE FORTALECIMIENTO Y MODERNIZACIÓN DEL SISTEMA DE INTELIGENCIA NACIONAL-SINA Y DE LA DIRECCIÓN NACIONAL DE INTELIGENCIA-DINI
2016-2021	00072	00072/2016-CR	Publicado El Peruano	2016/08/18	2017/12/29	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Melgarejo Páucar María Cristina;Beteta Rubín Karina Juliza;Arimborgo Guerra Tamar;Cuadros Candia Nelly Lady;Echevarría Huamán Sonia Rosario;Herrera Arévalo Marita;Letona Pereyra María Úrsula Ingrid;Noceda Chiang Paloma Rosa;Salazar De La Torre Milagros Emperatriz;Vilcatoma De La Cruz Yeni"	""	"Justicia y Derechos Humanos"	true	LEY QUE INCORPORA LA PENA EFECTIVA POR LESIONES LEVES CAUSADAS POR VIOLENCIA CONTRA LA MUJER, MODIFICANDO EL ARTÍCULO 57 DEL CÓDIGO PENAL-DECRETO LEGISLATIVO 635.
2016-2021	00073	00073/2016-CR	Publicado El Peruano	2016/08/19	2018/03/22	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Elías Ávalos Miguel Ángel;Fujimori Higuchi Kenji Gerardo;Ramírez Gamarra Osías;Herrera Arévalo Marita;López Vilela Luis Humberto;Melgar Valdez Elard Galo;Aramayo Gaona Alejandra"	""	"Transportes y Comunicaciones;Justicia y Derechos Humanos"	true	LEY QUE PROTEGE EL DERECHO A LA INTIMIDAD Y A LA PROPIEDAD PRIVADA DEL USO DE VEHÍCULOS AÉREOS NO TRIPULADOS (VANT) CON FINES DE REGISTRO DE DATOS
2016-2021	00074	00074/2016-CR	Orden del Día	2016/08/19	2019/09/18	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Elías Ávalos Miguel Ángel;Fujimori Higuchi Kenji Gerardo;Aramayo Gaona Alejandra;Bustos Espinoza Estelita Sonia;Letona Pereyra María Úrsula Ingrid;López Vilela Luis Humberto;Ramírez Tandazo Bienvenido"	""	"Justicia y Derechos Humanos"	true	LEY QUE FACULTA A LOS NOTARIOS A CELEBRAR MATRIMONIO CIVIL
2016-2021	00075	00075/2016-CR	Publicado El Peruano	2016/08/19	2017/06/07	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Tubino Arias Schreiber Carlos Mario Del Carmen;Saavedra Vela Esther;Salazar Miranda Octavio Edilberto;Andrade Salguero de Álvarez Gladys Griselda;Aramayo Gaona Alejandra;Castro Grández Miguel Antonio;Del Águila Cárdenas Juan Carlos;Herrera Arévalo Marita;Letona Pereyra María Úrsula Ingrid;Lizana Santos Mártires;Petrozzi Franco Francisco Enrique Hugo;Ramírez Tandazo Bienvenido;Trujillo Zegarra Gilmer"	""	"Transportes y Comunicaciones;Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE PREFERENTE INTERÉS NACIONAL EL DESARROLLO SOSTENIBLE DE LA PROVINCIA DE PURÚS PRIORIZANDO LA CONECTIVIDAD TERRESTRE
2016-2021	00076	00076/2016-CR	Publicado El Peruano	2016/08/19	2016/10/15	Segunda Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Vergara Pinto Edwin;Del Castillo Gálvez Jorge Alfonso Alejandro;Mulder Bedoya Claude Maurice;Beteta Rubín Karina Juliza;Espinoza Cruz Marisol;Alcalá Mateo Percy Eloy;Arce Cáceres Richard;Del Águila Cárdenas Juan Carlos;Mamani Colquehuanca Moisés;Ramírez Gamarra Osías;Ramírez Tandazo Bienvenido;Salaverry Villa Daniel Enrique"	""	"Constitución y Reglamento"	true	RESOLUCIÓN LEGISLATIVA QUE MODIFICA LOS ARTÍCULOS 37 Y 76 DEL REGLAMENTO DEL CONGRESO
2016-2021	00077	00077/2016-CR	Publicado El Peruano	2016/08/19	2019/04/24	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Ventura Ángel Roy Ernesto;Fujimori Higuchi Kenji Gerardo;Aramayo Gaona Alejandra;Domínguez Herrera Carlos Alberto;López Vilela Luis Humberto;Miyashiro Arashiro Marco Enrique;Ramírez Gamarra Osías;Ramírez Tandazo Bienvenido;Salaverry Villa Daniel Enrique;Takayama Jiménez Liliana Milagros;Vergara Pinto Edwin"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	MUNICIPALIDADES.-L.27972/MODIFICA LOS ARTíCULOS 133, 134 DE LA LEY ...
2016-2021	00078	00078/2016-CR	Retirado	2016/08/19	2016/09/08	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Ramírez Gamarra Osías;Saavedra Vela Esther;Domínguez Herrera Carlos Alberto;Herrera Arévalo Marita;Petrozzi Franco Francisco Enrique Hugo;Ramírez Tandazo Bienvenido;Trujillo Zegarra Gilmer;Vergara Pinto Edwin"	""	"Constitución y Reglamento"	true	LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 82 Y CREA EL SISTEMA NACIONAL DE PROCURADURÍAS ANTICORRUPCIÓN, DE LOS ÓRGANOS DE CONTROL Y DEFENSA JURÍDICA DE LOS INTERESES DEL ESTADO
2016-2021	00079	00079/2016-CR	Orden del Día	2016/08/19	2019/04/05	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Ramírez Gamarra Osías;Saavedra Vela Esther;Domínguez Herrera Carlos Alberto;Herrera Arévalo Marita;Petrozzi Franco Francisco Enrique Hugo;Ramírez Tandazo Bienvenido;Trujillo Zegarra Gilmer;Vergara Pinto Edwin"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DECLARA DE CARÁCTER PRIORITARIO Y DE PREFERENCIA SOCIAL LA CREACIÓN DEL DISTRITO DE LIBERTAD NARANJITO DE CAMSE, EN LA PROVINCIA DE CUTERVO EN EL DEPARTAMENTO DE CAJAMARCA
2016-2021	00080	00080/2016-CR	En comisión	2016/08/19	2018/05/17	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Domínguez Herrera Carlos Alberto;Reátegui Flores Rolando;Herrera Arévalo Marita;Ramírez Gamarra Osías;Trujillo Zegarra Gilmer;Ventura Ángel Roy Ernesto;Yuyes Meza Juan Carlo"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	TRIBUTACIÓN.-MUNICIPAL D.L. 776/IMODIFICA EL ARTÍCULO 76 LEY DE...
2016-2021	00081	00081/2016-CR	Orden del Día	2016/08/19	2020/05/22	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Tapia Bernal Segundo Leocadio;Ticlla Rafael Carlos Humberto;Pariona Galindo Federico;Takayama Jiménez Liliana Milagros;Figueroa Minaya Modesto;Mamani Colquehuanca Moisés"	""	"Salud y Población;Presupuesto y Cuenta General de la República"	true	LEY QUE MODIFICA EL ARTÍCULO 1° DEL DECRETO LEGISLATIVO N° 1154, DECRETO LEGISLATIVO QUE AUTORIZA LOS SERVICIOS COMPLEMENTARIOS EN SALUD
2016-2021	00082	00082/2016-CR	En comisión	2016/08/19	2016/08/25	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Tapia Bernal Segundo Leocadio;Pariona Galindo Federico;Figueroa Minaya Modesto;Mamani Colquehuanca Moisés;Takayama Jiménez Liliana Milagros;Ticlla Rafael Carlos Humberto"	""	"Salud y Población;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DEROGA LA SEGUNDA DISPOSICIÓN COMPLEMENTARIA TRANSITORIA DEL DECRETO LEGISLATIVO 1161, DECRETO LEGISLATIVO QUE APRUEBA LA LEY DE ORGANIZACIÓN Y FUNCIONES DEL MINISTERIO DE SALUD
2016-2021	00083	00083/2016-CR	Publicado El Peruano	2016/08/19	2016/12/16	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Tapia Bernal Segundo Leocadio;Pariona Galindo Federico;Figueroa Minaya Modesto;Mamani Colquehuanca Moisés;Takayama Jiménez Liliana Milagros;Ticlla Rafael Carlos Humberto"	"López Vilela Luis Humberto"	"Salud y Población;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DEROGA EL DECRETO LEGISLATIVO 1167, DECRETO LEGISLATIVO QUE CREA EL INSTITUTO DE GESTIÓN DE SERVICIOS DE SALUD
2016-2021	00084	00084/2016-CR	En comisión	2016/08/19	2016/08/25	Primera Legislatura Ordinaria 2016	Congreso	Acción Popular	"García Belaunde Víctor Andrés;Lescano Ancieta Yonhy;Del Águila Cárdenas Juan Carlos;Román Valdivia Miguel;Villanueva Mercado Armando"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY PARA BAJAR LA TASA DEL IGV CUANDO LA CAJA FISCAL MEJORE
2016-2021	00085	00085/2016-CR	En comisión	2016/08/19	2016/08/25	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Tapia Bernal Segundo Leocadio;Figueroa Minaya Modesto;Takayama Jiménez Liliana Milagros;Tubino Arias Schreiber Carlos Mario Del Carmen;Noceda Chiang Paloma Rosa;Mamani Colquehuanca Moisés"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE AUTORIZA A LOS GOBIERNOS REGIONALES Y GOBIERNOS LOCALES A UTILIZAR EL 10% DE LOS RECURSOS DEL CANON PARA EL MEJORAMIENTO DE LA SALUD
2016-2021	00086	00086/2016-CR	En comisión	2016/08/19	2019/05/21	Primera Legislatura Ordinaria 2016	Congreso	Fuerza Popular	"Tapia Bernal Segundo Leocadio;Tubino Arias Schreiber Carlos Mario Del Carmen;Figueroa Minaya Modesto;Mamani Colquehuanca Moisés;Noceda Chiang Paloma Rosa;Takayama Jiménez Liliana Milagros"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE AUTORIZA A LOS GOBIERNOS REGIONALES Y GOBIERNOS LOCALES A UTILIZAR EL 10% DE LOS RECURSOS DEL CANON PARA MEJORAR LA EDUCACIÓN
